gender,age_group,Answer.preference,id_num,Input.audio_url
1,1,5,14433,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/polish9.mp3
1,3,5,34424,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english10.mp3
1,2,5,24442,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/japanese1.mp3
1,1,5,14422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/arabic90.mp3
1,2,5,24424,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english109.mp3
1,2,5,23424,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english405.mp3
1,2,5,22324,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/mandarin35.mp3
1,1,5,14444,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/slovak2.mp3
1,4,5,44444,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/pashto5.mp3
1,1,5,12422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/russian26.mp3
1,1,5,13424,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/spanish99.mp3
1,2,5,24423,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/slovak5.mp3
1,3,5,34424,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/tamil5.mp3
1,2,5,24333,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english3.mp3
1,1,5,14422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english158.mp3
1,5,5,54442,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/arabic69.mp3
1,1,5,12423,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/danish4.mp3
1,5,5,53433,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english117.mp3
1,3,5,32422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/dutch8.mp3
1,4,5,43422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/german13.mp3
1,3,5,34423,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/dutch8.mp3
1,1,5,13422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/slovak2.mp3
1,2,5,24422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/pashto10.mp3
1,1,5,14424,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english354.mp3
1,2,5,24422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/norwegian1.mp3
1,2,5,23423,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/bulgarian12.mp3
1,2,5,23433,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/korean37.mp3
1,1,5,13423,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/spanish138.mp3
1,6,5,62424,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english556.mp3
1,2,5,24333,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english414.mp3
1,1,5,14422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/russian46.mp3
1,1,5,13422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/swedish7.mp3
1,2,5,22444,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english411.mp3
1,2,5,24434,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/romanian9.mp3
1,1,5,13422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/arabic94.mp3
1,1,5,12422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/arabic94.mp3
1,4,5,43422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/polish4.mp3
1,1,5,13423,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/hindi18.mp3
1,2,5,22422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/russian43.mp3
1,1,5,12422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english559.mp3
1,4,5,42422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/bavarian1.mp3
1,1,5,12423,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english429.mp3
1,4,5,44422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/korean36.mp3
1,2,5,24423,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/bengali12.mp3
1,1,5,13334,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/macedonian16.mp3
1,2,5,23333,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/turkish5.mp3
1,4,5,43433,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/danish1.mp3
1,1,5,13423,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/bengali17.mp3
1,5,5,52422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/tamil4.mp3
1,2,5,23434,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/tigrigna1.mp3
1,4,5,44433,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/tamil6.mp3
1,3,5,32432,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english577.mp3
1,1,5,12422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/portuguese2.mp3
1,3,5,33424,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/romanian18.mp3
1,2,5,23323,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/cantonese15.mp3
1,3,5,34433,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english206.mp3
1,1,5,13434,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/spanish99.mp3
1,2,5,23334,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english2.mp3
1,1,5,14444,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/farsi4.mp3
1,2,5,22424,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/estonian4.mp3
1,5,5,54422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/vietnamese10.mp3
1,2,5,24422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/korean25.mp3
1,2,5,23322,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/bulgarian9.mp3
1,2,5,23333,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/german14.mp3
1,2,5,22422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/portuguese39.mp3
1,2,5,24422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/armenian4.mp3
1,4,5,44424,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english489.mp3
1,6,5,62433,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english481.mp3
1,2,5,23244,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/cantonese4.mp3
1,4,5,42422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/kanuri1.mp3
1,5,5,53432,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english476.mp3
1,2,5,22333,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/tigrigna1.mp3
1,6,5,64444,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english481.mp3
1,5,5,54422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english576.mp3
1,4,5,42422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/polish20.mp3
1,2,5,22422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english22.mp3
1,1,5,14423,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/swedish8.mp3
1,1,5,14422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/italian24.mp3
0,2,5,24222,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english450.mp3
0,1,5,13433,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english358.mp3
0,2,5,24324,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/mandarin40.mp3
0,3,5,34424,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/arabic92.mp3
0,1,5,12424,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english442.mp3
0,1,5,14433,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english166.mp3
0,4,5,44323,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english407.mp3
0,1,5,12422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/gujarati9.mp3
0,2,5,24423,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/cantonese7.mp3
0,3,5,34444,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/somali5.mp3
0,1,5,14222,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/polish25.mp3
0,1,5,13323,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/urdu10.mp3
0,3,5,33333,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/polish12.mp3
0,2,5,22422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/spanish112.mp3
0,1,5,14444,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english98.mp3
0,1,5,14233,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/polish26.mp3
0,4,5,44322,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/rwanda1.mp3
0,1,5,12444,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english469.mp3
0,2,5,23323,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english422.mp3
0,4,5,44332,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/rwanda1.mp3
0,1,5,14444,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/german7.mp3
0,4,5,42422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/bosnian9.mp3
0,4,5,44444,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english84.mp3
0,1,5,13433,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/italian18.mp3
0,4,5,42324,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/mandarin14.mp3
0,1,5,13333,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/tagalog6.mp3
0,2,5,24433,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/ukrainian1.mp3
0,2,5,24444,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/spanish41.mp3
0,6,5,64444,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english120.mp3
0,1,5,14444,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english343.mp3
0,3,5,34343,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/lamotrekese1.mp3
0,2,5,22422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/taiwanese5.mp3
0,5,5,53423,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english384.mp3
0,1,5,13423,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/macedonian8.mp3
0,2,5,24444,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english369.mp3
0,4,5,44432,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english307.mp3
0,1,5,13424,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english173.mp3
0,2,5,23434,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/mandarin63.mp3
0,1,5,12422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english257.mp3
0,1,5,13434,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english121.mp3
0,4,5,43322,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english307.mp3
0,3,5,34444,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/french37.mp3
0,3,5,32424,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/czech3.mp3
0,2,5,24233,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english563.mp3
0,1,5,14433,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/farsi21.mp3
0,1,5,14444,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/spanish141.mp3
0,1,5,13324,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english566.mp3
0,1,5,12424,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english71.mp3
0,1,5,14423,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/spanish26.mp3
0,1,5,14242,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/arabic6.mp3
0,1,5,13324,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/german27.mp3
0,2,5,23322,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/hindi9.mp3
0,1,5,14424,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/spanish150.mp3
0,2,5,24343,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english313.mp3
0,1,5,14332,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/mandarin58.mp3
0,3,5,33434,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english24.mp3
0,3,5,32242,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english67.mp3
0,4,5,43423,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english564.mp3
0,1,5,14423,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/french13.mp3
0,2,5,24223,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english57.mp3
0,2,5,24422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/spanish46.mp3
0,2,5,24422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english270.mp3
0,4,5,44444,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english234.mp3
0,1,5,12422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english171.mp3
0,1,5,14424,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/german23.mp3
0,4,5,44424,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english28.mp3
0,1,5,14444,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/russian34.mp3
0,2,5,22423,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/ife1.mp3
0,1,5,14434,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/polish27.mp3
0,1,5,12423,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/spanish8.mp3
0,6,5,64444,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/portuguese46.mp3
0,2,5,23422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/german6.mp3
0,1,5,14423,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/icelandic1.mp3
0,2,5,24424,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/spanish76.mp3
0,5,5,54433,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/italian3.mp3
0,2,5,24423,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english468.mp3
0,3,5,33234,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english301.mp3
0,1,5,12424,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english355.mp3
1,1,4,14444,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/bambara5.mp3
1,3,4,33422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/armenian2.mp3
1,1,4,14444,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/vlaams2.mp3
1,2,4,24442,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/amharic12.mp3
1,1,4,14422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/amharic18.mp3
1,3,4,34444,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/uzbek1.mp3
1,3,4,34424,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/armenian2.mp3
1,2,4,24444,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/kurdish3.mp3
1,6,4,64444,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/yiddish2.mp3
1,3,4,34333,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/arabic1.mp3
1,2,4,22422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/amharic13.mp3
1,5,4,54333,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/kurdish6.mp3
1,1,4,14422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/arabic98.mp3
1,4,4,42422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/krio4.mp3
1,4,4,43343,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/armenian3.mp3
1,1,4,14444,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/dutch20.mp3
1,4,4,42222,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/amharic20.mp3
1,1,4,13323,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/latvian3.mp3
1,1,4,14333,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/vlaams3.mp3
1,1,4,12442,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/yakut1.mp3
1,4,4,44422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/armenian3.mp3
1,1,4,14443,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/arabic97.mp3
1,3,4,34444,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/uzbek1.mp3
1,1,4,13222,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/vlaams2.mp3
1,1,4,13424,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/korean40.mp3
1,1,4,13424,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/urdu9.mp3
1,0,4,4424,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/bambara1.mp3
1,1,4,12422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/yakut1.mp3
1,1,4,13343,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/vietnamese19.mp3
1,2,4,24344,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/amharic6.mp3
1,1,4,14434,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/zulu1.mp3
1,3,4,34422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/yoruba2.mp3
1,2,4,24444,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/afrikaans1.mp3
1,3,4,33423,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/arabic26.mp3
1,4,4,43432,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/yoruba5.mp3
1,3,4,32334,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/azerbaijani2.mp3
1,1,4,14333,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/urdu8.mp3
1,4,4,43422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/danish5.mp3
1,2,4,22422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/albanian6.mp3
1,2,4,24333,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/lithuanian1.mp3
1,2,4,24423,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/bengali12.mp3
1,1,4,14233,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/lao1.mp3
1,2,4,24444,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/bambara2.mp3
1,3,4,33324,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/spanish134.mp3
1,2,4,23222,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/arabic11.mp3
1,1,4,14444,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/lithuanian4.mp3
1,1,4,12422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english436.mp3
1,2,4,23433,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/arabic44.mp3
1,3,4,33343,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/arabic100.mp3
1,1,4,12323,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/arabic52.mp3
1,1,4,12424,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/arabic52.mp3
1,3,4,34422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/arabic100.mp3
1,4,4,44434,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/yoruba5.mp3
1,1,4,14244,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/yakut1.mp3
1,3,4,32422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/albanian8.mp3
1,4,4,43433,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/yoruba3.mp3
1,2,4,22443,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/yupik1.mp3
1,4,4,43243,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/albanian7.mp3
1,2,4,22422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/albanian6.mp3
1,2,4,23333,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/yupik1.mp3
1,4,4,44442,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english276.mp3
1,3,4,34423,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/yoruba2.mp3
1,1,4,12422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/amharic19.mp3
1,2,4,22222,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/krio6.mp3
1,2,4,24423,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/arabic84.mp3
1,1,4,14422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/arabic7.mp3
1,2,4,23424,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/vietnamese17.mp3
1,1,4,13333,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/arabic88.mp3
1,1,4,12442,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/arabic79.mp3
1,1,4,14244,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/arabic97.mp3
1,1,4,13423,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/arabic7.mp3
1,1,4,12243,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/arabic85.mp3
1,5,4,52424,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/korean50.mp3
1,2,4,24444,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/arabic71.mp3
1,2,4,23423,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/arabic71.mp3
1,4,4,44444,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/korean5.mp3
1,1,4,13333,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/latvian3.mp3
1,3,4,34444,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/tamil2.mp3
1,3,4,33333,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/malay3.mp3
1,2,4,23422,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/arabic57.mp3
1,2,4,24333,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english274.mp3
1,6,4,63433,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/spanish42.mp3
1,1,4,14224,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english275.mp3
1,1,4,12323,https://voice-annotation-hcil.s3.us-east-2.amazonaws.com/recordings/english275.mp3
